NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;TP_PRESENCA;CO_PROVA;VL_PERC_COMP1;VL_PERC_COMP2;VL_PERC_COMP3;VL_PERC_COMP4;VL_PERC_COMP5;NU_NOTA_OBJETIVA;TX_RESPOSTAS_OBJETIVA;TX_GABARITO_OBJETIVA;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;IN_QSE;Q1;Q2;Q3;Q4;Q5;Q6_1;Q6_2;Q6_3;Q6_4;Q6_5;Q6_6;Q6_7;Q6_8;Q7;Q8;Q9;Q10;Q11;Q12;Q13;Q14;Q15;Q16_1;Q16_2;Q16_3;Q16_4;Q16_5;Q16_6;Q16_7;Q16_8;Q16_9;Q16_10;Q17_1;Q17_2;Q17_3;Q17_4;Q17_5;Q18;Q19;Q20;Q21;Q22;Q23;Q24;Q25;Q26;Q27;Q28;Q29;Q30_1;Q30_2;Q30_3;Q30_4;Q31;Q32;Q33_1;Q33_2;Q33_3;Q33_4;Q33_5;Q33_6;Q33_7;Q34_1;Q34_2;Q34_3;Q34_4;Q34_5;Q34_6;Q34_7;Q35;Q36;Q37;Q38;Q39;Q40;Q41;Q42_1;Q42_2;Q42_3;Q42_4;Q42_5;Q43_1;Q43_2;Q43_3;Q43_4;Q43_5;Q44_1;Q44_2;Q44_3;Q44_4;Q44_5;Q44_6;Q44_7;Q44_8;Q44_9;Q44_10;Q44_11;Q44_12;Q44_13;Q44_14;Q44_15;Q44_16;Q45_1;Q45_2;Q45_3;Q45_4;Q45_5;Q45_6;Q45_7;Q45_8;Q46;Q47_1;Q47_2;Q47_3;Q47_4;Q47_5;Q47_6;Q47_7;Q48_1;Q48_2;Q48_3;Q48_4;Q48_5;Q48_6;Q48_7;Q48_8;Q48_9;Q48_10;Q48_11;Q48_12;Q49;Q50;Q51;Q52;Q53;Q54_1;Q54_2;Q54_3;Q54_4;Q54_5;Q54_6;Q54_7;Q54_8;Q55;Q56;Q57_1;Q57_2;Q57_3;Q57_4;Q57_5;Q57_6;Q57_7;Q58_1;Q58_2;Q58_3;Q58_4;Q58_5;Q58_6;Q58_7;Q58_8;Q58_9;Q58_10;Q59_1;Q59_2;Q60_1;Q60_2;Q61_1;Q61_2;Q62_1;Q62_2;Q63_1;Q63_2;Q64_1;Q64_2;Q64_3;Q64_4;Q64_5;Q64_6;Q64_7;Q64_8;Q64_9;Q64_10;Q64_11;Q64_12;Q64_13;Q65_1;Q65_2;Q65_3;Q66;Q67;Q68;Q69_1;Q69_2;Q69_3;Q69_4;Q69_5;Q69_6;Q69_7;Q69_8;Q70;Q71_1;Q71_2;Q71_3;Q71_4;Q71_5;Q71_6;Q72_1;Q72_2;Q72_3;Q72_4;Q72_5;Q72_6;Q72_7;Q73_1;Q73_2;Q73_3;Q73_4;Q73_5;Q73_6
173;2002;2;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;B;21.21;29.41;26.19;27.27;22.22;25.4;ADAECEEECDDBBACBCABDDBDCAECACBCBBBDEAABDBADBBCEDADCEBCDAABABACA;ABAEADBCCACECCEEDACCBECBAEBEEDBBCCDBAEBBEEAACEBACDCBCDCDEDBBDCA;P;75;75;75;50;62.5;67.5;1;A;A;A;A;A;.;A;A;.;.;A;.;.;D;E;E;E;C;A;B;A;E;A;B;A;F;B;A;F;A;F;B;A;A;A;A;A;C;B;A;A;B;C;A;A;A;B;F;D;A;A;A;A;B;A;A;A;A;A;B;A;B;A;A;A;A;A;A;A;B;B;A;B;A;A;A;B;A;A;A;B;B;A;C;B;C;0;0;0;9;9;8;0;0;9;0;8;9;0;9;0;9;A;A;A;B;A;A;A;A;A;A;A;B;.;B;A;B;*;*;9;*;9;*;9;9;*;*;*;9;J;J;A;B;A;A;B;B;B;B;B;A;B;D;*;B;B;B;A;B;B;B;A;A;A;A;B;A;A;B;A;C;B;E;F;C;B;A;B;F;E;B;B;B;A;A;B;A;A;A;B;A;B;B;A;E;G;F;D;F;D;1;1;1;1;1;1;1;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
174;2002;4;M;1100601;CACAULANDIA;11;RO;1100601;CACAULANDIA;11;RO;2;1;1;1;B;21.21;21.57;16.67;24.24;15.56;20.63;ACAEBAEBB*BBBDCACBCCCCDC*EBBBBBBBEC*C*BCDADDABCCCBDCCAAAAAAAAAA;ABAEADBCCACECCEEDACCBECBAEBEEDBBCCDBAEBBEEAACEBACDCBCDCDEDBBDCA;P;50;25;37.5;25;37.5;35;1;B;C;B;A;A;B;A;A;B;B;A;B;B;D;E;E;F;C;D;E;E;D;B;B;F;C;F;D;A;B;A;A;A;B;B;B;A;A;C;A;B;D;C;C;A;A;C;F;B;B;B;B;B;D;A;B;B;B;B;B;A;B;A;A;A;B;A;B;B;A;A;A;C;C;A;A;A;A;B;A;A;B;B;B;B;B;6;5;2;5;7;2;1;3;5;6;5;6;5;2;8;8;A;A;B;B;B;A;A;A;A;A;B;A;A;B;B;A;6;5;5;5;5;5;5;3;5;4;3;5;E;I;A;F;B;A;B;B;B;B;B;B;B;C;E;B;B;B;A;B;B;B;B;B;B;A;B;A;A;B;B;B;A;B;B;A;A;C;D;E;E;B;B;B;B;A;A;A;A;A;B;A;B;A;B;B;B;C;B;A;A;5;5;5;4;5;5;5;5;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
175;2002;3;M;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;1;2;1;1;B;33.33;39.22;35.71;33.33;31.11;36.51;CCABEDDDBAEECEEBDACCBAACAEACCDDBBEABDBBBBBAECCCCBDCAECAAABBCBBB;ABAEADBCCACECCEEDACCBECBAEBEEDBBCCDBAEBBEEAACEBACDCBCDCDEDBBDCA;P;62.5;62.5;50;50;50;55;1;B;B;A;A;D;B;B;B;B;B;B;B;A;C;E;B;B;A;G;G;H;B;A;F;A;F;F;A;F;A;A;F;B;A;A;A;B;B;.;C;E;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;B;A;A;A;A;A;C;B;B;B;B;B;B;A;C;A;B;7;8;8;9;7;9;2;3;9;9;5;9;8;7;8;8;A;A;B;B;B;B;A;B;A;A;A;A;A;A;A;A;2;3;5;4;7;8;2;2;5;8;7;8;J;H;B;F;C;A;B;B;B;B;B;A;A;D;B;B;A;B;A;B;B;A;B;B;B;B;A;A;A;B;A;C;C;A;*;C;B;C;F;D;A;B;B;B;B;A;A;A;B;B;A;B;B;A;A;B;E;*;G;C;B;8;5;6;3;6;3;2;1;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
176;2002;2;M;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;1;2;1;1;R;27.27;23.53;23.81;30.3;20;23.81;EADEEAEAC*BABBEBDCDCDCCBDEAECBAEDEBCDAEACEDAAACDEBEACDECADEBDCA;EADCBACDBABAACACEBEEDBCCECCACAEBBEBEEDEEABBCACDCBCDDBBDCACDECBE;P;50;62.5;50;37.5;62.5;52.5;1;B;A;D;A;A;B;A;A;B;A;B;B;B;D;E;E;G;C;H;E;I;C;A;F;A;F;F;A;F;A;F;A;A;A;A;A;B;A;B;A;E;.;.;.;.;.;.;.;.;.;.;.;.;.;.;A;A;B;B;A;A;A;A;B;A;A;A;A;A;C;C;A;B;A;A;C;B;A;B;B;B;B;B;C;B;B;8;8;5;7;8;9;0;7;8;8;8;8;5;4;8;8;A;A;B;B;B;B;B;B;C;A;A;B;A;B;A;A;7;9;9;7;8;8;5;6;7;7;7;7;G;H;A;F;C;A;B;B;B;B;B;A;B;D;E;B;B;B;A;B;B;A;B;B;B;B;B;B;A;C;A;A;A;B;D;E;G;A;G;A;E;B;A;B;B;A;A;A;A;A;B;A;B;B;B;E;B;*;G;F;A;.;.;.;.;.;.;.;.;A;A;B;B;B;A;B;B;B;B;B;B;B;B;B;A;B;A;A;A
177;2002;5;M;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;0;;0;0;0;0;0;0;;;F;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;2002;2;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;A;3.03;11.76;9.52;18.18;13.33;11.11;DDADECDDCCECABBBDEBCBCBDDDCBEEDECDACCDDACEBDCEBEBACDBEABDCBDCBD;ACEEDBCCECCACABACBAEBEEDEADCDBEEAACEBBBCACDCBCDCDEDBBDCACBEAEBB;P;50;62.5;50;50;62.5;55;1;A;A;B;A;A;B;A;A;B;B;A;B;B;C;E;C;D;F;H;C;H;D;D;A;F;F;F;F;F;A;F;F;A;A;A;A;B;A;D;B;E;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;B;A;A;.;.;.;.;.;.;.;B;A;.;B;A;A;A;B;B;B;B;A;C;B;B;C;B;7;7;7;4;7;0;0;0;6;6;7;6;7;7;7;7;B;A;B;B;B;B;B;B;C;A;A;B;A;B;A;B;9;*;*;5;*;*;9;9;5;5;5;5;I;F;E;A;A;A;B;B;B;B;B;B;B;D;D;B;B;B;A;B;B;A;B;C;B;B;C;C;A;C;A;C;C;A;F;D;B;C;B;C;F;D;A;B;A;A;A;A;A;A;B;A;B;B;A;E;*;*;B;A;C;8;1;1;1;1;6;8;8;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
179;2002;3;M;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;R;30.3;27.45;26.19;36.36;28.89;28.57;CAABEACABCDADBECBABBDBCECBCAADAAEACDDBABAEBECDECACCCAACCACADBDB;EADCBACDBABAACACEBEEDBCCECCACAEBBEBEEDEEABBCACDCBCDDBBDCACDECBE;P;62.5;75;75;62.5;75;70;1;B;B;A;A;A;B;B;A;B;B;A;B;B;C;E;I;B;F;G;G;H;C;A;F;B;F;F;A;F;A;F;A;A;A;A;A;B;C;D;A;A;E;A;A;B;B;C;D;D;A;B;B;A;B;C;B;B;A;B;B;B;B;B;A;A;B;A;A;B;B;A;A;B;A;A;A;B;B;B;B;A;B;B;B;B;B;9;8;4;9;4;7;6;7;7;9;8;8;8;5;0;8;A;A;A;B;B;B;.;A;A;A;A;B;A;B;A;B;5;7;7;5;9;9;9;8;9;8;8;8;I;H;F;I;D;A;B;B;B;B;B;B;B;D;A;B;B;B;B;B;B;A;A;B;A;A;A;A;A;C;A;C;C;E;C;E;B;A;B;F;A;E;B;B;B;A;A;A;A;A;B;A;B;B;A;B;D;E;H;C;A;.;.;.;.;.;.;.;.;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
180;2002;4;M;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;V;18.18;33.33;28.57;27.27;31.11;28.57;CDAAEABBBCDEEBBECABCEADECBCCCAEADEACBCCDADEABCBDBDCBBDDDAECDEED;CDBCBACDEEDBCCECCACABAACEBEADEEACDEACEBACDCBBBCAEBBDBBDCACBEEED;P;62.5;50;50;50;37.5;50;1;B;C;A;A;A;B;B;A;B;B;A;B;B;C;E;A;A;C;K;D;K;B;A;F;F;F;F;A;F;A;F;A;A;B;A;A;B;C;B;A;B;E;B;B;A;B;C;J;A;B;A;B;A;D;A;A;B;A;B;A;A;B;A;A;A;A;A;A;B;B;A;A;A;C;A;A;B;A;B;B;B;B;B;C;C;C;8;8;7;5;5;4;4;4;7;7;5;6;7;5;8;7;A;A;B;B;B;B;A;A;A;A;B;B;A;B;A;B;6;8;9;7;7;7;7;6;5;6;7;8;I;I;B;H;A;B;B;B;B;B;B;A;B;C;D;B;B;B;B;B;B;B;B;C;B;C;C;B;B;B;B;C;A;B;F;C;C;G;A;H;F;E;B;.;A;B;A;A;A;A;B;A;A;A;A;G;C;E;G;C;B;7;6;5;1;8;8;8;6;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
181;2002;4;M;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;V;39.39;39.22;38.1;24.24;35.56;36.51;CAAABACBEECBDDCAADBDCADCECBABCDAAEEACBDCAACBEDBDABBCCBDAAEECCEE;CDBCBACDEEDBCCECCACABAACEBEADEEACDEACEBACDCBBBCAEBBDBBDCACBEEED;P;50;37.5;37.5;37.5;37.5;40;1;B;C;B;A;E;B;B;B;B;B;B;A;B;D;E;I;I;J;H;J;I;C;C;F;A;F;F;A;F;B;F;A;A;A;A;A;B;A;A;A;A;E;B;A;A;B;C;J;A;A;B;B;A;D;B;B;B;B;B;B;B;B;A;A;A;B;A;A;B;B;A;A;.;C;A;C;B;B;B;B;B;B;B;B;C;C;7;7;0;3;5;5;1;5;8;6;2;9;5;0;0;3;A;A;.;B;B;B;B;A;E;A;B;B;A;B;A;B;4;8;9;5;5;5;4;6;2;4;2;5;I;F;C;I;D;B;B;B;B;B;B;B;B;B;A;B;B;B;B;B;B;.;B;C;B;B;A;B;B;A;B;C;C;B;F;A;F;A;D;A;F;E;A;A;A;A;A;A;A;A;B;A;B;B;A;B;C;*;E;E;A;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
182;2002;2;M;1100130;MACHADINHO D'OESTE;11;RO;1100130;MACHADINHO D'OESTE;11;RO;2;1;1;0;;0;0;0;0;0;0;;;F;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;2002;3;M;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;A;24.24;23.53;23.81;30.3;26.67;25.4;AEDAABABBCEDCBBABCDADDCABDACDBCACDAECBDCABAADCABEBEABDDCBECBDAE;ACEEDBCCECCACABACBAEBEEDEADCDBEEAACEBBBCACDCBCDCDEDBBDCACBEAEBB;P;62.5;62.5;50;50;50;55;1;B;B;B;A;A;B;B;A;B;B;A;A;B;E;E;E;D;D;B;D;G;C;A;F;F;F;B;A;B;B;F;A;A;B;A;A;B;A;B;A;A;D;B;C;B;B;E;B;A;A;B;B;B;C;B;.;.;.;.;.;.;.;A;A;A;A;A;A;A;C;A;A;B;C;A;A;B;B;B;B;B;A;A;A;C;C;6;6;0;6;6;0;0;0;0;6;0;8;9;8;9;8;B;A;B;B;B;B;A;B;A;A;A;A;A;A;B;A;*;*;4;*;*;*;*;*;*;*;*;*;G;G;B;F;D;B;B;B;B;B;B;B;B;B;E;B;B;A;B;B;B;B;B;B;B;B;A;B;B;B;B;A;A;B;F;E;B;D;B;D;B;F;B;B;A;A;A;A;A;A;B;A;B;A;B;B;E;F;B;C;A;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
184;2002;2;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;V;30.3;25.49;26.19;21.21;22.22;25.4;ECEEDACCDCCBDEEDACBDECECEEBDBDEBCEDEBDCBCBBBBCCACECE*DDDACDCBCB;CDBCBACDEEDBCCECCACABAACEBEADEEACDEACEBACDCBBBCAEBBDBBDCACBEEED;P;50;50;50;50;37.5;47.5;1;B;A;B;A;A;B;A;A;B;B;A;B;B;F;E;B;C;A;H;A;H;C;A;F;F;F;F;A;F;A;A;F;A;B;A;A;B;C;C;A;C;.;.;D;B;B;C;D;A;A;B;B;B;D;B;B;B;B;B;B;B;B;A;A;A;A;A;A;B;B;A;A;B;B;A;A;B;A;B;B;A;B;C;B;C;C;8;7;0;5;9;0;2;6;5;6;7;0;8;7;0;4;A;A;A;B;A;B;A;A;A;A;A;B;A;B;A;B;7;8;7;6;8;6;5;5;5;8;5;7;I;G;C;F;D;A;B;B;B;B;B;A;B;D;A;B;B;B;B;B;B;B;B;B;A;A;A;A;A;B;A;B;C;A;F;C;B;C;B;F;D;A;A;B;B;A;A;B;A;A;B;A;B;B;A;*;B;C;D;E;F;8;7;6;1;3;1;6;6;A;B;B;B;B;B;B;B;B;B;B;B;B;B;A;A;B;B;A;B
185;2002;3;F;1100403;ALTO PARAISO;11;RO;1100403;ALTO PARAISO;11;RO;2;1;1;1;V;12.12;15.69;16.67;18.18;15.56;15.87;CCABBBECDAECBCEBECABDBDEDECDABDCBEECBCEBBABCDBCBCCDDBAAACBDDACE;CDBCBACDEEDBCCECCACABAACEBEADEEACDEACEBACDCBBBCAEBBDBBDCACBEEED;P;37.5;25;25;25;25;27.5;1;A;B;A;A;A;B;A;A;B;B;A;B;B;E;E;A;B;A;H;A;I;A;A;F;F;F;F;A;F;F;A;F;A;B;A;A;B;C;D;A;.;A;B;A;A;B;C;H;A;A;B;A;A;D;.;B;B;B;B;A;B;B;A;A;A;A;A;B;A;C;A;B;B;C;A;.;B;A;B;B;A;B;A;B;C;A;8;4;0;0;4;0;0;;3;5;0;2;8;9;0;0;A;A;B;B;B;B;B;B;A;A;B;B;A;B;B;A;5;1;8;*;7;8;6;6;*;3;7;7;H;L;B;F;C;A;B;B;B;A;B;A;A;B;B;B;B;B;A;B;B;B;B;C;B;A;A;B;A;C;B;C;B;A;A;C;B;A;C;F;C;D;B;B;B;A;B;A;B;B;A;A;A;A;A;E;C;E;B;C;A;1;3;5;3;4;6;5;3;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
186;2002;3;M;1100601;CACAULANDIA;11;RO;1100601;CACAULANDIA;11;RO;2;1;1;1;R;12.12;15.69;16.67;15.15;17.78;15.87;BCBC*BDACDADEDCBBDCBCBECBBCCADCBCBDDCBBCAAECCAADBADBACBBCCBDDDD;EADCBACDBABAACACEBEEDBCCECCACAEBBEBEEDEEABBCACDCBCDDBBDCACDECBE;P;37.5;37.5;25;25;37.5;32.5;1;B;B;A;A;A;.;.;.;.;.;.;A;.;D;E;B;B;A;H;D;H;B;*;.;A;.;.;A;.;.;.;.;A;B;A;A;B;B;D;A;.;B;B;B;A;B;A;J;B;A;B;B;B;B;.;B;B;A;B;A;A;B;A;A;A;B;B;A;B;A;A;.;A;C;A;A;B;B;B;B;A;B;B;B;C;B;5;6;.;8;8;5;0;0;5;6;5;7;7;8;8;6;A;A;A;B;B;B;A;A;A;A;A;B;A;A;B;B;6;7;8;8;.;5;7;7;7;7;6;7;.;I;B;H;A;B;B;B;B;B;B;A;A;B;A;B;B;B;A;B;B;A;B;A;A;B;A;A;B;B;B;B;B;E;B;F;B;C;C;F;E;A;B;A;A;A;A;A;A;A;A;A;B;A;A;*;B;E;B;C;D;3;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
187;2002;2;F;1100155;OURO PRETO DO OESTE;11;RO;1100155;OURO PRETO DO OESTE;11;RO;2;1;1;1;B;15.15;17.65;16.67;27.27;20;19.05;BEDDCEEADDDCBCCBBDBAEAAADDBEABEBBBCABCCCBEEAABAABBADCBCCDBBBAEA;ABAEADBCCACECCEEDACCBECBAEBEEDBBCCDBAEBBEEAACEBACDCBCDCDEDBBDCA;P;50;50;50;50;50;50;1;A;A;D;A;A;B;B;A;B;B;A;B;B;B;E;C;C;C;H;G;J;C;F;F;A;F;F;A;F;A;A;B;A;A;A;A;B;A;D;B;E;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;B;A;A;B;A;A;A;B;B;B;A;A;A;B;C;B;A;4;1;6;3;5;5;0;6;8;7;5;4;3;6;0;9;A;A;A;B;B;A;A;B;A;B;B;A;A;A;B;B;4;5;3;5;8;7;3;5;2;9;7;6;I;F;B;A;A;A;B;B;A;B;A;A;B;B;D;A;A;A;A;B;B;B;B;C;A;B;A;B;B;A;A;C;A;A;D;E;C;A;F;C;F;B;B;B;A;A;B;A;A;B;B;A;B;A;A;E;D;B;B;F;E;3;4;5;5;1;3;4;6;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
188;2002;2;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;0;;0;0;0;0;0;0;;;F;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;2002;5;F;1101401;MONTE NEGRO;11;RO;1101401;MONTE NEGRO;11;RO;2;1;1;1;A;36.36;33.33;23.81;27.27;31.11;30.16;DAAAAACDACEACAEACECECECBCCEDABAEBEBCCEBACBBCCAABEABBBDAACBDDDDD;ACEEDBCCECCACABACBAEBEEDEADCDBEEAACEBBBCACDCBCDCDEDBBDCACBEAEBB;P;62.5;62.5;50;50;62.5;57.5;1;A;D;A;A;C;A;B;B;B;B;B;B;B;G;E;B;B;A;H;A;H;A;A;F;A;F;F;A;A;A;F;F;B;B;A;B;B;B;B;A;A;D;B;B;A;A;C;D;A;A;A;B;A;C;A;A;A;A;B;A;A;B;A;A;A;B;A;A;B;A;A;A;*;C;A;A;B;A;B;B;A;B;B;C;B;B;8;9;5;2;4;2;0;9;7;8;3;8;9;7;8;7;A;A;A;B;A;B;A;A;D;A;A;B;A;B;A;B;4;8;8;5;8;7;7;8;4;9;9;7;I;G;A;I;B;B;B;B;A;A;B;A;A;C;E;B;B;B;A;B;B;B;A;B;A;B;B;A;A;A;A;C;A;B;F;D;B;A;F;B;E;C;B;B;B;A;A;A;A;A;B;A;B;B;A;E;D;B;D;A;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
190;2002;12;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;0;;0;0;0;0;0;0;;;F;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;2002;3;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;1;2;1;1;B;30.3;25.49;26.19;24.24;28.89;26.98;DEABCEBCCECBEDCBEDCBAEDC AECEBEEDEC AEBEAEAEADCEBADBCAAEABCBACC;ABAEADBCCACECCEEDACCBECBAEBEEDBBCCDBAEBBEEAACEBACDCBCDCDEDBBDCA;P;62.5;62.5;50;50;50;55;1;A;B;A;A;A;B;A;A;B;B;A;B;B;B;E;B;B;F;H;H;H;B;A;F;A;F;A;A;A;A;F;A;A;B;A;A;B;A;B;B;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;B;A;A;B;A;A;C;B;B;B;B;A;B;A;B;B;B;9;0;8;;9;0;5;8;9;9;8;9;8;0;9;0;A;A;A;A;B;A;A;A;A;A;A;B;A;B;A;B;*;*;*;9;*;*;*;9;9;8;9;*;J;H;D;F;B;A;B;B;B;B;B;A;B;A;B;B;B;B;B;B;B;A;B;C;B;B;A;B;A;B;B;B;A;B;F;E;B;E;F;B;A;F;B;B;B;A;B;A;A;A;B;A;B;B;A;E;G;B;B;A;B;7;4;5;2;1;6;8;3;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
192;2002;3;F;1101104;ITAPUA DO OESTE;11;RO;1101104;ITAPUA DO OESTE;11;RO;2;1;1;1;V;24.24;23.53;23.81;30.3;22.22;25.4;ECBADACACDABCEABDAEDADBEBBCCBCEBDEAEEABDEADAAEDAABDCBCADAEBACEB;CDBCBACDEEDBCCECCACABAACEBEADEEACDEACEBACDCBBBCAEBBDBBDCACBEEED;P;50;50;50;50;37.5;47.5;1;A;B;B;A;A;B;A;A;B;B;A;A;B;F;E;A;E;A;H;E;E;B;A;A;F;F;A;A;F;A;A;F;A;B;A;A;B;A;C;C;E;.;B;C;.;.;.;.;.;.;.;.;.;.;.;A;B;A;B;B;B;B;A;A;B;B;A;A;A;B;A;A;B;C;A;A;B;B;B;B;A;A;A;A;B;B;8;;6;3;9;2;0;0;9;0;8;8;6;0;9;0;A;A;A;B;A;B;A;A;B;A;A;B;A;B;A;B;8;9;*;9;*;9;9;9;5;5;*;9;J;I;A;I;C;B;B;B;A;A;A;A;*;C;B;B;B;B;A;B;B;B;B;B;A;B;A;A;A;A;A;A;*;*;C;D;A;E;A;H;C;A;*;B;B;A;B;A;A;A;B;A;B;B;B;E;*;C;B;B;B;3;5;5;1;*;6;2;1;C;B;B;B;B;A;A;B;B;B;B;B;A;A;B;B;B;B;A;A
193;2002;3;F;1100023;ARIQUEMES;11;RO;1100023;ARIQUEMES;11;RO;2;1;1;1;A;24.24;31.37;28.57;30.3;28.89;30.16;ADBBCBBDCCCDCBEABBAEBBEBCCEBDCAAACBCCDBBCDDDBBBAEACDEEBADBADBBA;ACEEDBCCECCACABACBAEBEEDEADCDBEEAACEBBBCACDCBCDCDEDBBDCACBEAEBB;P;62.5;50;50;37.5;37.5;47.5;1;A;B;B;A;A;B;A;A;B;B;A;B;B;C;E;B;B;F;G;C;D;C;A;F;A;F;F;A;F;A;F;A;A;A;A;A;B;A;D;A;C;E;B;C;A;A;C;D;A;A;A;B;A;B;C;.;.;.;.;.;.;.;A;B;A;B;A;A;A;C;A;A;B;B;A;A;B;A;B;B;A;B;B;C;C;B;9;8;6;6;5;2;4;5;6;4;5;6;7;7;6;3;A;B;A;B;B;B;B;A;D;A;A;B;A;B;A;B;5;6;7;5;8;5;5;6;7;7;7;7;I;H;B;F;A;A;B;B;B;B;B;A;B;E;D;B;B;B;A;B;B;B;B;A;B;B;B;A;A;A;B;B;C;D;*;A;B;A;C;H;D;B;B;B;B;A;B;A;A;A;B;A;B;B;A;C;D;G;E;B;A;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
